otu name	Taxonomy	Percent Homology	evalue	bitscore	1.Nezara.viridula.Infected.Fat.Body	2.Nezara.viridula.Infected.Ovary	3.Nezara.viridula.Infected.Spermatheca	4.Nezara.viridula.Infected.Egg	5.Nezara.viridula.Clean.Fat.Body	6.Nezara.viridula.Clean.Ovary	7.Nezara.viridula.Clean.Spermatheca	8.Nezara.viridula.Clean.Egg
OTU_93	uncultured haliscomenobacter sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__saprospiraceae;g__haliscomenobacter;s__haliscomenobacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	95.6043956	1.58E-121	439.505	0	0	1	0	0	0	72	0
OTU_94	uncultured pedomicrobium sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__hyphomicrobiaceae;g__pedomicrobium;s__pedomicrobium spp.;superkingdom__bacteria	90.84249084	1.30E-103	379.994	0	0	0	0	0	0	73	0
OTU_95	comamonas jiangduensis ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__comamonadaceae;g__comamonas;s__comamonas jiangduensis;superkingdom__bacteria	98.53479853	2.20E-132	475.572	0	1	5	0	1	1	67	1
OTU_96	bradyrhizobium sp. z2_yc6857 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__bradyrhizobiaceae;g__bradyrhizobium;s__bradyrhizobium sp.;superkingdom__bacteria	98.9010989	1.80E-133	479.179	0	1	0	0	1	0	95	0
OTU_97	nr_025302.1 aminobacter niigataensis str. dsm7050  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__phyllobacteriaceae;g__aminobacter;s__aminobacter niigataensis;superkingdom__bacteria	98.9010989	1.80E-133	479.179	11	0	0	0	0	18	40	0
OTU_98	virgibacillus sp. ba_160 ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__virgibacillus;s__virgibacillus sp.;superkingdom__bacteria	84.61538462	8.22E-81	304.252	0	0	0	0	0	0	69	0
OTU_99	l09172.1 thermoanaerobacterium xylanolyticum str. lxiit  ;k__bacteria;p__firmicutes;c__clostridia;o__thermoanaerobacterales;f__thermoanaerobacterales family iii. incertae sedis;g__thermoanaerobacterium;s__thermoanaerobacterium saccharolyticum;superkingdom__bacteria	98.9010989	1.80E-133	479.179	0	0	1	0	0	0	65	0
OTU_100	gq069670.1 topographical and temporal human skin microbiome skin volar forearm clone nbw231e05c1  ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__peptoniphilaceae;g__peptoniphilus;s__peptoniphilus asaccharolyticus;superkingdom__bacteria	98.89705882	6.27E-133	477.376	6	0	0	0	55	4	0	0
OTU_101	roseomonas sp. hotant7 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__acetobacteraceae;g__roseomonas;s__roseomonas sp.;superkingdom__bacteria	98.9010989	1.80E-133	479.179	1	0	2	2	0	0	1	57
OTU_102	No hits found				0	0	0	1	16	4	42	0
OTU_103	leptolyngbya mycoidea lege 06009 ;k__bacteria;p__cyanobacteria;c__cyanobacteria;o__syneschococcales;f__leptolyngbyaceae;g__leptolyngbya;s__leptolyngbya mycoidea;superkingdom__bacteria;subclass  oscillatoriophycideae	78.24427481	3.27E-54	215.887	0	0	0	1	0	0	62	0
OTU_104	sphingopyxis sp. t5 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__sphingopyxis;s__sphingopyxis sp.;superkingdom__bacteria	98.9010989	1.80E-133	479.179	0	0	0	1	0	0	62	0
OTU_105	uncultured bacteroides sp. ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__bacteroidaceae;g__bacteroides;s__bacteroides spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.9010989	1.80E-133	479.179	0	0	1	0	0	0	58	0
OTU_106	uncultured geobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfuromonadales;f__geobacteraceae;g__geobacter;s__geobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	90.80882353	4.54E-103	378.19	0	0	0	0	0	0	59	0
OTU_107	eu249576.1 brachybacterium arcticum str. dfvb11  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__dermabacteraceae;g__brachybacterium;s__brachybacterium arcticum;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	98.9010989	1.80E-133	479.179	0	0	0	1	0	10	45	4
OTU_108	uncultured ignavibacterium sp. ;k__bacteria;p__ignavibacteriae;c__ignavibacteria;o__ignavibacteriales;f__ignavibacteriaceae;g__ignavibacterium;s__ignavibacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	91.57509158	2.51E-106	389.011	0	0	0	1	1	1	56	0
OTU_109	uncultured arthrobacter sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__arthrobacter;s__arthrobacter spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	99.26739927	4.24E-135	484.589	0	0	0	0	1	2	56	0
OTU_110	veillonella sp. s101 ;k__bacteria;p__firmicutes;c__negativicutes;o__selenomonadales;f__veillonellaceae;g__veillonella;s__veillonella sp.;superkingdom__bacteria	99.26470588	1.48E-134	482.786	0	0	0	2	0	2	56	0
OTU_111	___ay291277.1__gi:34304226_  ;k__fungi;p__fungi;c__mucoromycotina;o__mucorales;f__mucoraceae;g__mucor;s__mucor plumbeus;superkingdom__eukaryota;subphylum__mucoromycotina;suborder__mucorineae	96.66666667	1.05E-123	446.718	13	0	0	1	42	0	0	0
OTU_112	gq250598.1 pseudomonas oryzihabitans str. lmg 7040  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas oryzihabitans;superkingdom__bacteria;species group  pseudomonas putida group	98.9010989	1.80E-133	479.179	0	0	0	2	0	0	54	0
OTU_113	uncultured burkholderia sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__burkholderia;s__burkholderia spp.;superkingdom__bacteria	97.43589744	4.84E-128	461.145	0	0	0	0	0	0	56	0
OTU_114	ab008208.1 lactobacillus gallinarum str. yit 0218 (= jcm 2011)  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__lactobacillaceae;g__lactobacillus;s__lactobacillus gallinarum;superkingdom__bacteria	98.53479853	2.20E-132	475.572	0	2	10	6	27	0	0	13
OTU_115	gq032218.1 topographical and temporal human skin microbiome skin volar forearm clone nbw903h05c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__rothia;s__rothia aeria;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	98.9010989	1.80E-133	479.179	8	0	0	0	41	4	0	1
OTU_116	uncultured tepidimonas sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiales;g__tepidimonas;s__tepidimonas spp.;superkingdom__bacteria	98.9010989	1.80E-133	479.179	0	0	1	1	0	9	90	0
OTU_117	uncultured kaistobacter sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__kaistobacter;s__kaistobacter spp.;superkingdom__bacteria	98.9010989	1.80E-133	479.179	0	3	0	1	51	0	0	0
OTU_118	bacillus sp. nc8 ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__bacillus;s__bacillus sp.;superkingdom__bacteria	99.26739927	4.24E-135	484.589	2	1	7	18	3	6	2024	3
OTU_119	aj421779.1 actinomyces cardiffensis str. ccug 44997  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__actinomycetaceae;g__actinomyces;s__actinomyces cardiffensis;superkingdom__bacteria;subclass  actinobacteridae;suborder__actinomycineae	98.53479853	2.20E-132	475.572	1	5	0	1	0	0	47	0
OTU_120	ay571831.1 variovorax sp. 44/31  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__comamonadaceae;g__variovorax;s__variovorax paradoxus;superkingdom__bacteria	100	7.54E-127	457.539	1	0	0	0	0	1	3	93
OTU_121	uncultured candidatus competibacter sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__gammaproteobacteria;f__competibacteraceae;g__candidatus competibacter;s__uncultured candidatus competibacter sp.;superkingdom__bacteria	97.06959707	5.90E-127	457.539	0	0	0	0	0	0	52	0
OTU_122	dq649330.2 methanobacterium subterraneum str. 9_7  ;k__archaea;p__euryarchaeota;c__methanobacteria;o__methanobacteriales;f__methanobacteriaceae;g__methanobacterium;s__methanobacterium subterraneum;superkingdom__archaea	98.54014599	6.33E-133	477.376	0	0	0	0	0	0	57	0
OTU_123	gq261753.1 shifts taxa and response localized organic loading deep sea sediment whale falls clone 7mos_0d_b12  ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfuromonadales;f__desulfuromonadaceae;g__desulfuromonas;s__desulfuromonas svalbardensis;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	88.27838828	2.20E-94	349.336	0	0	0	1	0	1	48	0
OTU_124	uncultured moorella sp. ;k__bacteria;p__firmicutes;c__clostridia;o__thermoanaerobacterales;f__thermoanaerobacteraceae;g__moorella;s__moorella spp.;superkingdom__bacteria	97.43589744	4.84E-128	461.145	0	0	0	2	0	0	48	0
OTU_125	rhodocista sp. scsio 13435 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__rhodospirillaceae;g__rhodocista;s__rhodocista sp.;superkingdom__bacteria	96.7032967	2.51E-125	452.129	0	0	0	0	0	57	0	0
OTU_126	uncultured ohtaekwangia sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__ohtaekwangia;s__ohtaekwangia spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.53479853	2.20E-132	475.572	0	0	48	0	0	0	0	0
OTU_127	___fj190638.1__gi:206573591_  ;k__fungi;p__ascomycota;c__dothideomycetes;o__pleosporales;f__coniothyriaceae;g__coniothyrium;s__coniothyrium palmarum;suborder__pleosporineae;subclass  pleosporomycetidae;subphylum__pezizomycotina;subkingdom__dikarya;superkingdom__eukaryota	80.78947368	1.76E-97	360.157	0	0	0	0	0	0	48	0
OTU_128	uncultured clostridium sp. ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__clostridiaceae;g__clostridium;s__clostridium spp.;superkingdom__bacteria	98.9010989	1.80E-133	479.179	0	0	0	0	0	1	46	0
OTU_129	uncultured salinisphaera sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__salinisphaerales;f__salinisphaeraceae;g__salinisphaera;s__salinisphaera spp.;superkingdom__bacteria	98.9010989	1.80E-133	479.179	0	1	0	0	1	39	0	6
OTU_130	gq070565.1 topographical and temporal human skin microbiome skin volar forearm clone nbw235g11c1  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__lactococcus;s__lactococcus lactis;superkingdom__bacteria	98.89705882	6.27E-133	477.376	6	3	0	3	0	11	23	0
OTU_131	prevotella sp. naip6i ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__prevotellaceae;g__prevotella;s__prevotella sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.53479853	2.20E-132	475.572	0	0	0	0	1	0	45	0
OTU_132	uncultured levilinea sp. ;k__bacteria;p__chloroflexi;c__anaerolineae;o__anaerolineales;f__anaerolineaceae;g__levilinea;s__levilinea spp.;superkingdom__bacteria	98.9010989	1.80E-133	479.179	0	0	0	0	0	0	44	0
OTU_133	frigoribacterium sp. 22hd5 ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__microbacteriaceae;g__frigoribacterium;s__frigoribacterium sp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	98.9010989	1.80E-133	479.179	1	0	0	2	2	6	5	24
OTU_134	enterococcus faecium ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus faecium;superkingdom__bacteria	95.75971731	6.22E-127	457.539	0	0	45	149	1	0	0	1
OTU_135	uncultured iamia sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__acidimicrobiales;f__iamiaceae;g__iamia;s__iamia spp.;superkingdom__bacteria;subclass  acidimicrobidae;suborder__acidimicrobineae	95.62043796	4.55E-122	441.308	0	0	0	0	0	1	41	1
OTU_136	uncultured pirellula sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__pirellula;s__pirellula spp.;superkingdom__bacteria	92.7756654	2.51E-106	389.011	0	0	0	1	0	0	42	0
OTU_137	levilinea saccharolytica ;k__bacteria;p__chloroflexi;c__anaerolineae;o__anaerolineales;f__anaerolineaceae;g__levilinea;s__levilinea saccharolytica;superkingdom__bacteria	99.26739927	4.24E-135	484.589	0	0	0	0	0	0	43	0
OTU_138	micavibrio aeruginosavorus arl_13 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__alphaproteobacteria;f__alphaproteobacteria;g__micavibrio;s__micavibrio aeruginosavorus;superkingdom__bacteria	88.64468864	1.81E-95	352.943	0	0	0	0	0	0	42	0
OTU_139	uncultured polynucleobacter sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__polynucleobacter;s__polynucleobacter spp.;superkingdom__bacteria	96.33699634	3.06E-124	448.522	0	1	0	0	41	0	0	0
OTU_140	rufibacter sp. dg15c ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__rufibacter;s__rufibacter sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	99.26739927	4.24E-135	484.589	0	0	41	0	0	0	0	0
OTU_141	uncultured klebsiella sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__klebsiella;s__klebsiella spp.;superkingdom__bacteria	95.22058824	2.34E-119	432.291	3	4	0	5	36	2	23	0
OTU_142	bdellovibrio sp. oral clone ca006 ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__bdellovibrionales;f__bdellovibrionaceae;g__bdellovibrio;s__bdellovibrio sp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	90.84249084	1.30E-103	379.994	0	0	0	1	0	0	39	0
OTU_143	ab545933.1 actinomyces johnsonii str. jcm 16129  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__actinomycetaceae;g__actinomyces;s__actinomyces johnsonii;superkingdom__bacteria;subclass  actinobacteridae;suborder__actinomycineae	98.9010989	1.80E-133	479.179	2	0	1	0	4	2	31	0
OTU_144	planctomyces sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__planctomyces;s__planctomyces sp.;superkingdom__bacteria	95.6043956	1.58E-121	439.505	0	0	0	0	0	0	35	0
OTU_145	gq021545.1 topographical and temporal human skin microbiome skin plantar heel clone nbu279e11c1  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__oxalobacteraceae;g__massilia;s__massilia timonae;superkingdom__bacteria	97.78597786	1.39E-128	462.949	0	1	1	7	6	2	1	295
OTU_146	sphingomonas sp. mdb1_53_1 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__sphingomonas;s__sphingomonas sp.;superkingdom__bacteria	97.8021978	1.14E-129	466.555	0	0	0	0	0	25	0	0
OTU_147	micavibrio sp. epc4 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__alphaproteobacteria;f__alphaproteobacteria;g__micavibrio;s__micavibrio sp.;superkingdom__bacteria	87.17948718	4.85E-90	334.91	0	0	0	0	0	0	34	0
OTU_148	uncultured hymenobacter sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__hymenobacter;s__hymenobacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.9010989	1.80E-133	479.179	0	0	0	1	0	0	1	31
OTU_149	uncultured gemmatimonas sp. ;k__bacteria;p__gemmatimonadetes;c__gemmatimonadetes;o__gemmatimonadales;f__gemmatimonadaceae;g__gemmatimonas;s__gemmatimonas spp.;superkingdom__bacteria	95.27272727	5.57E-121	437.702	1	0	1	1	30	0	0	0
OTU_150	sandaracinobacter sibiricus ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__sandaracinobacter;s__sandaracinobacter sibiricus;superkingdom__bacteria	97.8021978	1.14E-129	466.555	0	0	0	1	30	0	0	0
OTU_151	uncultured chloroflexus sp. ;k__bacteria;p__chloroflexi;c__chloroflexia;o__chloroflexales;f__chloroflexaceae;g__chloroflexus;s__chloroflexus spp.;superkingdom__bacteria;suborder__chloroflexineae	98.53479853	2.20E-132	475.572	0	0	10	1	11	9	0	0
OTU_152	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	78.75457875	4.26E-59	232.118	0	0	0	0	0	0	28	0
OTU_153	gq080306.1 topographical and temporal human skin microbiome skin volar forearm clone nbw1186f06c1  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__moraxellaceae;g__enhydrobacter;s__enhydrobacter aerosaccus;superkingdom__bacteria	98.90510949	5.19E-134	480.982	2	18	0	0	0	0	1	5
OTU_154	gq009483.1 topographical and temporal human skin microbiome skin plantar heel clone nbw777b02c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__dietziaceae;g__dietzia;s__dietzia maris;superkingdom__bacteria;subclass  actinobacteridae;suborder__corynebacterineae	98.9010989	1.80E-133	479.179	1	0	0	2	0	0	18	4
OTU_155	uncultured sphingomonas sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__sphingomonas;s__sphingomonas spp.;superkingdom__bacteria	98.53479853	2.20E-132	475.572	0	0	0	0	0	25	0	0
OTU_156	uncultured bellilinea sp. ;k__bacteria;p__chloroflexi;c__anaerolineae;o__anaerolineales;f__anaerolineaceae;g__bellilinea;s__bellilinea spp.;superkingdom__bacteria	88.23529412	9.37E-93	343.926	0	0	0	1	0	0	23	0
OTU_157	uncultured ilumatobacter sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__acidimicrobiales;f__acidimicrobiaceae;g__ilumatobacter;s__ilumatobacter spp.;superkingdom__bacteria;subclass  acidimicrobidae;suborder__acidimicrobineae	98.54014599	6.33E-133	477.376	0	0	0	0	0	0	24	0
OTU_158	uncultured thiomicrospira sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__thiotrichales;f__piscirickettsiaceae;g__thiomicrospira;s__thiomicrospira spp.;superkingdom__bacteria	84.61538462	8.22E-81	304.252	0	0	0	1	0	0	23	0
OTU_159	adhaeribacter sp. p1 ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__adhaeribacter;s__adhaeribacter sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	97.43589744	4.84E-128	461.145	0	0	0	1	0	23	0	0
OTU_160	No hits found				0	0	0	0	0	0	23	0
OTU_161	aphanothece stagnina h5 ;k__bacteria;p__cyanobacteria;c__cyanobacteria;o__chroococcales;f__chroococcales;g__aphanothece;s__aphanothece stagnina;superkingdom__bacteria;subclass  oscillatoriophycideae	79.5620438	2.87E-61	239.331	0	0	0	0	0	0	23	0
OTU_162	af357562.1 mpn_isolate group 14  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus cecorum;superkingdom__bacteria	99.26739927	4.24E-135	484.589	45	19	1838	7155	75	19	4415	18
OTU_163	clostridium sp. wsc_9_7 ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__clostridiaceae;g__clostridium;s__clostridium sp.;superkingdom__bacteria	98.9010989	1.80E-133	479.179	0	0	0	0	0	0	22	0
OTU_164	gq079097.1 topographical and temporal human skin microbiome skin antecubital fossa clone nbw1178b10c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__corynebacteriaceae;g__corynebacterium;s__corynebacterium kroppenstedtii;superkingdom__bacteria;subclass  actinobacteridae;suborder__corynebacterineae	98.90510949	5.19E-134	480.982	0	3	1	0	18	0	0	0
OTU_165	uncultured methylophilus sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__methylophilales;f__methylophilaceae;g__methylophilus;s__methylophilus spp.;superkingdom__bacteria	98.9010989	1.80E-133	479.179	1	0	0	0	21	0	0	0
OTU_166	___af327408.1__gi:33340569_  ;k__fungi;p__microsporidia;c__microsporidia;o__microsporidia;f__burenellidae;g__vairimorpha;s__vairimorpha cheracis;superkingdom__eukaryota;suborder__pansporoblastina	98.06763285	1.44E-95	352.943	10	10	0	1	0	0	0	0
OTU_167	halotalea alkalilenta ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__halomonadaceae;g__halotalea;s__halotalea alkalilenta;superkingdom__bacteria	97.43589744	4.84E-128	461.145	13	7	0	0	0	0	0	0
OTU_168	am910534.1 methylobacterium thiocyanatum str. f33  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylobacteriaceae;g__methylobacterium;s__methylobacterium thiocyanatum;superkingdom__bacteria	98.9010989	1.80E-133	479.179	0	1	0	0	1	18	0	0
OTU_169	aj420806.1 enterococcus mundtii str. cect972t  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus mundtii;superkingdom__bacteria	94.53924915	7.75E-126	453.932	0	0	13	45	0	0	1	0
OTU_170	No hits found				0	0	0	0	0	1	18	0
OTU_171	uncultured sphingomonas sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__sphingomonas;s__sphingomonas spp.;superkingdom__bacteria	95.65217391	2.39653	37.3537	0	1	0	0	16	3	0	0
OTU_172	uncultured tistrella sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__rhodospirillaceae;g__tistrella;s__tistrella spp.;superkingdom__bacteria	75.45787546	1.58E-45	187.033	0	0	0	0	0	0	19	0
OTU_173	uncultured rubrobacter sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__rubrobacterales;f__rubrobacteraceae;g__rubrobacter;s__rubrobacter spp.;superkingdom__bacteria;subclass  rubrobacteridae;suborder__rubrobacterineae	98.16849817	9.35E-131	470.162	0	0	0	0	0	0	19	0
OTU_174	pythium nagaii ;k__eukaryota;p__eukaryota;c__oomycetes;o__pythiales;f__pythiaceae;g__pythium;s__pythium nagaii;superkingdom__eukaryota	92.30769231	7.01712	35.5503	8	9	0	2	0	0	0	0
OTU_175	gq101563.1 topographical and temporal human skin microbiome skin umbilicus clone nbw496e10c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__actinomycetaceae;g__actinomyces;s__actinomyces neuii;superkingdom__bacteria;subclass  actinobacteridae;suborder__actinomycineae	98.89705882	6.27E-133	477.376	0	0	0	0	0	0	18	0
OTU_176	gq153644.1 alcanivorax dieselolei str. ant_2400 s8  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__alcanivoracaceae;g__alcanivorax;s__alcanivorax dieselolei;superkingdom__bacteria	97.43589744	4.84E-128	461.145	0	0	0	0	0	18	0	0
OTU_177	eu539604.1 profile human microbiota antecubital fossa (inner elbow) skin clone nbt242f02  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__corynebacteriaceae;g__corynebacterium;s__corynebacterium lipophiloflavum;superkingdom__bacteria;subclass  actinobacteridae;suborder__corynebacterineae	98.90510949	5.19E-134	480.982	0	0	0	1	17	0	0	0
OTU_178	eu460946.1 short_beaked echidna feces clone ech_aai40h06  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__lactobacillaceae;g__lactobacillus;s__lactobacillus agilis;superkingdom__bacteria	98.9010989	1.80E-133	479.179	0	0	1	2	0	2	0	15
OTU_179	pythium nagaii ;k__eukaryota;p__eukaryota;c__oomycetes;o__pythiales;f__pythiaceae;g__pythium;s__pythium nagaii;superkingdom__eukaryota	92.30769231	9.30282	35.5503	0	0	0	0	2	0	20	0
OTU_180	candidatus alysiosphaera europeae ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__alphaproteobacteria;f__alphaproteobacteria;g__candidatus alysiosphaera;s__candidatus alysiosphaera europeae;superkingdom__bacteria	95.6043956	1.92E-120	435.898	1	0	0	0	0	0	0	18
OTU_181	roseovarius sp. kmb21 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__rhodobacteraceae;g__roseovarius;s__roseovarius sp.;superkingdom__bacteria	98.53479853	2.20E-132	475.572	0	0	0	0	0	17	0	0
OTU_182	uncultured desulfobacula sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfobacterales;f__desulfobacteraceae;g__desulfobacula;s__desulfobacula spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	94.11764706	1.48E-115	419.668	0	0	0	0	0	17	0	0
OTU_183	uncultured cyanothece sp. ;k__bacteria;p__cyanobacteria;c__oscillatoriophycidae;o__oscillatoriales;f__cyanothecaceae;g__cyanothece;s__cyanothece spp.;superkingdom__bacteria;subclass  oscillatoriophycideae	95.6043956	1.58E-121	439.505	0	0	1	0	16	0	0	0
OTU_184	___fj613524.1__gi:222349955_  ;k__fungi;p__ascomycota;c__saccharomycetes;o__saccharomycetales;f__saccharomycetales;g__candida;s__candida sp.;superkingdom__eukaryota;subkingdom__dikarya;subphylum__saccharomycotina	91.66666667	6.678	35.5503	0	0	0	0	0	0	17	0
OTU_185	ay345894.1 photobacterium phosphoreum ak9  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__vibrionales;f__vibrionaceae;g__photobacterium;s__photobacterium phosphoreum;superkingdom__bacteria	98.9010989	1.80E-133	479.179	0	0	0	0	0	17	0	0
OTU_186	uncultured sphingomonas sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__sphingomonas;s__sphingomonas spp.;superkingdom__bacteria	96.33699634	3.06E-124	448.522	0	0	0	0	0	17	0	0
OTU_187	uncultured dehalococcoides sp. ;k__bacteria;p__chloroflexi;c__dehalococcoidia;o__dehalococcoidales;f__dehalococcoidaceae;g__dehalococcoides;s__dehalococcoides spp.;superkingdom__bacteria	76.83823529	1.70E-51	206.87	0	0	0	1	0	0	16	0
OTU_188	uncultured rhodoplanes sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__hyphomicrobiaceae;g__rhodoplanes;s__rhodoplanes spp.;superkingdom__bacteria	95.97069597	1.30E-122	443.112	0	0	0	0	0	0	17	0
OTU_189	uncultured crocinitomix sp. ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__cryomorphaceae;g__crocinitomix;s__crocinitomix spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	95.97069597	1.30E-122	443.112	0	0	0	0	0	0	16	0
